"","SEQN","SDDSRVYR","RIDSTATR","RIAGENDR","RIDAGEYR","RIDAGEMN","RIDRETH1","RIDRETH3","RIDEXMON","DMDBORN4","DMDYRUSZ","DMDEDUC2","DMDMARTZ","RIDEXPRG","SIALANG","SIAPROXY","SIAINTRP","FIALANG","FIAPROXY","FIAINTRP","MIALANG","MIAPROXY","MIAINTRP","AIALANGA","WTINTPRP","WTMECPRP","SDMVPSU","SDMVSTRA","INDFMPIR"
"5844",115106,66,2,2,15,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,10997.277816,11219.430534,1,152,1.03
"5845",115107,66,2,1,0,7,1,1,1,1,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,2644.061253,2950.503604,2,167,0.86
"5846",115108,66,2,2,7,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,12657.70201,14229.347106,2,168,NA
"5847",115109,66,2,1,80,NA,2,2,2,2,4,5,2,NA,1,2,2,1,2,2,1,2,2,NA,19210.825125,19108.964999,2,153,2.88
"5848",115110,66,2,1,42,NA,4,4,2,1,NA,3,1,NA,1,2,2,NA,NA,NA,1,2,2,1,14844.212829,15998.25098,2,172,NA
"5849",115111,66,2,1,2,NA,2,2,1,1,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,13507.370007,15401.398217,1,160,0.66
"5850",115112,66,1,1,32,NA,3,3,NA,1,NA,2,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,14473.531531,0,2,151,0.76
"5851",115113,66,2,1,8,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,13205.136536,14624.790352,2,158,1.82
"5852",115114,66,2,2,14,NA,1,1,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,18287.659941,19552.922036,2,161,4.07
"5853",115115,66,2,2,14,NA,1,1,1,1,NA,NA,NA,NA,2,1,2,2,2,2,1,2,2,1,18053.636881,19731.623197,2,164,1.78
"5854",115116,66,2,1,6,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,20285.887581,23068.280834,2,149,1.45
"5855",115117,66,2,2,7,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,12459.435356,13870.199958,2,158,1.82
"5856",115118,66,2,1,12,NA,5,6,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,4698.785859,5077.707641,2,169,NA
"5857",115119,66,2,1,0,2,2,2,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,3221.869764,3506.832357,2,168,0.98
"5858",115120,66,2,1,60,NA,3,3,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,63013.598399,67773.747747,2,165,2.65
"5859",115121,66,2,1,13,NA,2,2,2,1,NA,NA,NA,NA,2,1,2,1,2,2,NA,NA,NA,NA,12115.413949,12970.864057,2,169,1.83
"5860",115122,66,2,2,41,NA,1,1,2,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,20705.069565,21011.260259,1,168,5
"5861",115123,66,2,2,80,NA,3,3,2,2,4,1,2,NA,1,2,2,1,2,2,NA,NA,NA,NA,35703.574254,49149.478478,2,153,5
"5862",115124,66,2,1,17,NA,5,6,1,2,2,NA,NA,NA,1,2,2,1,2,2,1,1,2,NA,4931.147925,4971.135597,1,158,3.13
"5863",115125,66,2,1,9,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4679.526121,5078.72443,1,168,1.06
"5864",115126,66,2,1,59,NA,3,3,1,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,20049.279003,21206.442359,1,162,2.65
"5865",115127,66,2,1,49,NA,5,7,2,1,NA,2,1,NA,1,2,2,1,2,2,1,2,2,1,10376.695066,11008.631313,1,167,0.73
"5866",115128,66,2,1,7,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,8703.319088,9482.481695,1,172,0.96
"5867",115129,66,2,2,19,NA,3,3,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,41276.477606,44014.759817,1,158,5
"5868",115130,66,2,2,21,NA,4,4,1,1,NA,4,3,2,1,2,2,NA,NA,NA,1,2,2,1,10587.154848,11279.260762,2,170,NA
"5869",115131,66,1,1,58,NA,3,3,NA,1,NA,2,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,11090.23609,0,2,150,0.69
"5870",115132,66,1,2,6,NA,4,4,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,3669.299985,0,2,150,0.29
"5871",115133,66,2,2,55,NA,4,4,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,25239.573292,26445.89013,1,172,3.79
"5872",115134,66,1,2,3,NA,5,7,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,8456.148142,0,3,156,1.82
"5873",115135,66,2,1,8,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,15117.645762,17351.558298,1,158,1.69
"5874",115136,66,1,1,12,NA,3,3,NA,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,35304.048063,0,1,169,NA
"5875",115137,66,1,2,77,NA,3,3,NA,1,NA,3,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,77167.998904,0,1,165,3.04
"5876",115138,66,2,1,48,NA,4,4,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,4933.185811,5018.336261,1,150,NA
"5877",115139,66,2,2,6,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,5914.565338,6369.845158,2,166,3.4
"5878",115140,66,2,1,70,NA,5,6,1,2,2,2,1,NA,1,2,1,1,2,2,1,2,1,NA,17556.471591,18713.861905,1,160,1.38
"5879",115141,66,2,2,45,NA,3,3,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,246249.501618,268878.570156,2,162,4.08
"5880",115142,66,2,1,63,NA,3,3,2,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,1,20346.865191,20695.096296,2,172,1.44
"5881",115143,66,2,1,79,NA,4,4,1,1,NA,4,3,NA,1,2,2,1,2,2,1,2,2,NA,2225.133463,2327.368803,2,156,NA
"5882",115144,66,2,1,56,NA,1,1,1,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,10536.396037,10973.494512,1,152,1.66
"5883",115145,66,2,1,7,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,3068.135986,3413.823796,2,171,2.14
"5884",115146,66,2,1,80,NA,3,3,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,NA,16800.768679,21577.28837,3,156,5
"5885",115147,66,2,2,65,NA,2,2,1,2,3,1,2,NA,2,2,2,2,2,2,2,2,2,2,11237.659243,12515.302265,1,170,NA
"5886",115148,66,2,2,1,21,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4906.900935,5440.013159,1,161,4.77
"5887",115149,66,2,1,11,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,13651.547155,15105.882726,2,157,3.23
"5888",115150,66,2,2,75,NA,4,4,1,1,NA,5,2,NA,1,2,2,NA,NA,NA,1,2,2,NA,6653.116162,7277.726523,2,170,NA
"5889",115151,66,2,1,60,NA,3,3,1,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,77742.679501,82826.277951,1,158,2.47
"5890",115152,66,2,2,16,NA,3,3,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,60619.988707,61395.905869,1,157,3.06
"5891",115153,66,2,2,8,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,24492.373683,26498.750966,2,158,1.97
"5892",115154,66,2,1,70,NA,5,6,2,2,1,5,1,NA,1,2,1,1,2,1,1,2,1,NA,6076.824901,6363.730666,2,169,1.56
"5893",115155,66,2,2,26,NA,4,4,2,1,NA,4,3,2,1,2,2,1,2,2,1,2,2,1,21235.411314,23025.224269,1,172,0.96
"5894",115156,66,2,1,61,NA,5,6,2,2,4,5,1,NA,1,2,2,1,2,2,1,2,2,1,12186.892097,13052.170201,1,169,5
"5895",115157,66,1,1,67,NA,1,1,NA,2,2,1,1,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,5058.534693,0,2,161,NA
"5896",115158,66,2,1,15,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,30868.424265,32797.043629,1,159,1.55
"5897",115159,66,2,1,80,NA,4,4,2,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,NA,7818.895201,8209.918949,2,172,1.64
"5898",115160,66,2,1,65,NA,4,4,2,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,1,6077.268191,6299.118842,3,156,NA
"5899",115161,66,2,1,69,NA,4,4,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,4018.61057,4152.568347,2,170,1.75
"5900",115162,66,1,1,0,0,5,7,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,2832.727079,0,2,167,1.49
"5901",115163,66,2,1,15,NA,2,2,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,8685.615405,8954.102989,2,150,1.33
"5902",115164,66,2,1,45,NA,5,7,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,8335.080079,8344.615226,2,154,NA
"5903",115165,66,2,1,16,NA,3,3,1,2,2,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,47792.006469,53144.499361,1,151,4.27
"5904",115166,66,2,1,0,6,5,7,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,1611.302914,1752.116383,1,171,2.41
"5905",115167,66,2,1,2,NA,5,7,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,6551.012633,7499.468909,1,165,0.81
"5906",115168,66,2,1,46,NA,3,3,2,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,10833.060722,11559.587341,2,163,2.64
"5907",115169,66,2,1,17,NA,3,3,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,15496.439088,16592.653415,2,168,5
"5908",115170,66,2,1,66,NA,4,4,1,2,4,5,1,NA,1,2,2,NA,NA,NA,1,2,2,1,5026.841118,5396.38976,2,171,NA
"5909",115171,66,2,1,77,NA,5,6,1,2,3,2,1,NA,1,2,1,1,2,1,1,2,1,NA,6253.908944,6310.019223,2,170,NA
"5910",115172,66,2,1,20,NA,3,3,1,1,NA,2,3,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,30812.829235,36823.36897,1,158,NA
"5911",115173,66,2,1,80,NA,1,1,1,2,4,1,2,NA,2,2,2,2,2,2,2,2,2,NA,8803.68896,9634.843677,2,161,2.89
"5912",115174,66,2,1,0,4,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,6140.299161,6792.652057,1,149,0.51
"5913",115175,66,1,2,77,NA,2,2,NA,1,NA,5,2,NA,1,2,2,1,2,2,NA,NA,NA,NA,22576.33469,0,3,156,5
"5914",115176,66,1,2,5,NA,5,7,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,2345.790009,0,2,150,2.3
"5915",115177,66,2,1,8,NA,5,7,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,9750.585948,10408.727161,1,164,0.92
"5916",115178,66,1,2,52,NA,3,3,NA,1,NA,4,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,34911.270941,0,2,156,0
"5917",115179,66,1,2,37,NA,1,1,NA,1,NA,2,2,3,1,2,2,1,2,2,NA,NA,NA,NA,15920.044711,0,1,155,NA
"5918",115180,66,2,2,1,13,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4076.755377,4649.526965,2,150,0.95
"5919",115181,66,2,1,45,NA,3,3,2,2,3,2,1,NA,1,2,2,1,2,2,1,2,2,1,128382.708507,138820.840366,2,149,3.4
"5920",115182,66,1,2,43,NA,1,1,NA,2,3,4,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,30586.420083,0,1,161,NA
"5921",115183,66,2,1,6,NA,2,2,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,16953.102624,17498.390147,1,153,5
"5922",115184,66,2,1,4,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,1644.655408,1817.426919,2,156,0.38
"5923",115185,66,2,2,55,NA,2,2,2,2,3,3,2,NA,2,2,2,1,2,2,2,2,2,2,12945.50416,14542.145073,2,169,1.49
"5924",115186,66,2,2,29,NA,4,4,2,1,NA,4,3,2,1,2,2,1,2,2,1,2,2,1,20220.802792,22390.870358,2,162,0.87
"5925",115187,66,2,1,63,NA,1,1,1,2,4,3,2,NA,1,2,2,NA,NA,NA,1,2,2,1,20522.947159,22193.042034,1,160,NA
"5926",115188,66,2,2,19,NA,4,4,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,11505.170113,12133.283185,1,152,1.09
"5927",115189,66,2,1,70,NA,3,3,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,NA,8575.18783,9767.310047,1,157,4.56
"5928",115190,66,2,1,62,NA,4,4,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,4403.905302,4533.768876,2,170,0.94
"5929",115191,66,2,2,19,NA,5,7,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,10001.708911,10394.688786,2,165,0.37
"5930",115192,66,2,2,67,NA,3,3,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,34356.706226,35400.437969,2,151,2.32
"5931",115193,66,2,2,29,NA,3,3,1,1,NA,3,1,2,1,2,2,NA,NA,NA,1,2,2,1,156752.564847,171518.063285,1,159,NA
"5932",115194,66,2,1,16,NA,2,2,1,1,NA,NA,NA,NA,2,2,2,2,2,2,1,2,2,1,26122.955101,27786.924465,2,160,1.28
"5933",115195,66,1,1,4,NA,2,2,NA,1,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,25680.974766,0,1,161,NA
"5934",115196,66,2,2,55,NA,3,3,1,1,NA,1,1,NA,1,2,2,1,2,2,1,2,2,1,22504.091664,24156.024894,1,157,0.75
"5935",115197,66,2,1,2,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,2262.044649,2451.869554,2,170,NA
"5936",115198,66,2,2,22,NA,2,2,1,2,2,4,3,3,2,2,2,2,2,2,NA,NA,NA,NA,33320.190164,35216.528128,1,154,1.29
"5937",115199,66,2,1,12,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,26439.734213,27093.205989,2,158,2.35
"5938",115200,66,2,1,17,NA,1,1,2,1,NA,NA,NA,NA,1,2,2,2,2,2,1,2,2,1,8618.036762,8889.379169,2,164,2.27
"5939",115201,66,2,1,80,NA,3,3,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,NA,11205.531776,12533.46772,2,159,4.14
"5940",115202,66,2,2,80,NA,5,7,2,2,4,1,2,NA,1,2,2,1,2,2,1,2,2,NA,14794.471464,16660.561863,2,149,1.56
"5941",115203,66,2,1,60,NA,5,7,2,2,3,5,1,NA,1,2,2,1,2,2,1,2,2,1,121454.869216,127454.844922,2,153,NA
"5942",115204,66,2,2,3,NA,2,2,2,2,77,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,18845.759476,21190.013585,1,155,0.16
"5943",115205,66,2,2,31,NA,3,3,2,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,35441.348271,35219.122828,1,164,1.22
"5944",115206,66,2,1,65,NA,3,3,2,1,NA,4,3,NA,1,2,2,1,2,2,1,2,2,1,18396.430601,21196.09877,2,158,1.54
"5945",115207,66,2,2,2,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,2557.516021,2832.835875,2,152,0.47
"5946",115208,66,2,2,17,NA,4,4,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,5387.779456,5817.345584,2,164,1.43
"5947",115209,66,2,1,13,NA,1,1,1,1,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,43218.356123,47547.932643,1,154,1.09
"5948",115210,66,2,1,66,NA,2,2,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,3705.915,3969.88958,2,167,2.2
"5949",115211,66,2,2,6,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,5246.871522,5416.988837,1,168,0.64
"5950",115212,66,2,2,62,NA,4,4,1,1,NA,5,2,NA,1,2,2,1,2,2,1,2,2,1,10157.583917,10461.42321,1,152,2.24
"5951",115213,66,2,2,74,NA,2,2,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,NA,14676.448207,16666.02923,1,162,5
"5952",115214,66,2,1,5,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,10604.665726,11913.104223,1,172,NA
"5953",115215,66,2,2,72,NA,4,4,1,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,NA,15944.085047,17887.701676,2,152,1.78
"5954",115216,66,1,1,6,NA,3,3,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,11866.209187,0,2,156,5
"5955",115217,66,2,2,72,NA,3,3,1,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,NA,13233.408987,14171.581985,2,151,1.25
"5956",115218,66,2,1,69,NA,4,4,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,7895.82388,8513.536652,1,161,5
"5957",115219,66,2,2,35,NA,3,3,2,1,NA,5,1,2,1,2,2,1,2,2,1,2,2,1,50237.010633,50638.410325,2,163,2.64
"5958",115220,66,2,1,21,NA,4,4,1,1,NA,4,3,NA,1,2,2,1,2,2,1,2,2,1,12021.674292,13167.272198,2,152,3.05
"5959",115221,66,1,1,38,NA,1,1,NA,2,2,1,3,NA,2,2,2,2,2,2,NA,NA,NA,NA,9378.557513,0,1,152,2.01
"5960",115222,66,2,2,3,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,21156.163859,23345.909109,1,165,1.19
"5961",115223,66,2,1,4,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,2189.668894,2429.0968,2,155,NA
"5962",115224,66,2,1,0,7,1,1,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,2666.928634,3014.612308,2,155,0.38
"5963",115225,66,2,2,70,NA,3,3,2,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,NA,18941.723208,22316.630347,2,163,1.74
"5964",115226,66,2,1,77,NA,3,3,2,1,NA,2,1,NA,1,2,2,1,2,2,1,2,2,NA,11225.993934,13377.192456,2,168,1.77
"5965",115227,66,2,2,14,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,6724.633318,7091.757842,2,170,1.57
"5966",115228,66,2,2,16,NA,3,3,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,40481.801184,40863.372414,1,156,4.72
"5967",115229,66,2,2,20,NA,3,3,2,1,NA,4,3,2,1,2,2,1,2,2,1,2,2,1,26252.25231,28206.163855,2,164,1.77
"5968",115230,66,2,1,49,NA,3,3,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,36163.083596,38386.602473,1,171,5
"5969",115231,66,2,2,64,NA,4,4,2,1,NA,1,2,NA,1,2,2,1,2,2,1,2,2,1,8051.481364,8739.86793,2,172,1.13
"5970",115232,66,2,1,64,NA,4,4,2,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,2431.173476,2548.355342,1,167,2.06
"5971",115233,66,2,2,0,0,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,5596.976627,5750.524508,2,158,0.73
"5972",115234,66,1,1,79,NA,3,3,NA,1,NA,1,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,9221.762206,0,1,155,2.03
"5973",115235,66,2,2,45,NA,4,4,1,1,NA,2,3,NA,1,2,2,1,2,2,1,2,2,1,15995.34982,16614.234145,1,160,0.56
"5974",115236,66,2,1,51,NA,2,2,2,2,2,4,1,NA,1,2,2,1,2,2,2,2,2,2,23210.182265,25549.022858,1,153,3.66
"5975",115237,66,1,1,7,NA,3,3,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,7705.85825,0,2,156,2.02
"5976",115238,66,2,2,47,NA,5,7,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,93986.853272,98264.350503,1,164,5
"5977",115239,66,2,2,2,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4460.225677,5064.931874,2,171,NA
"5978",115240,66,2,2,41,NA,4,4,1,2,2,5,1,2,1,2,2,1,2,2,NA,NA,NA,NA,13695.881048,14270.634793,2,160,3.47
"5979",115241,66,2,1,7,NA,5,6,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,8817.66389,9776.481033,1,169,1.99
"5980",115242,66,2,2,56,NA,3,3,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,13876.408036,13989.798224,2,156,4.05
"5981",115243,66,2,2,34,NA,3,3,2,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,15273.378106,15485.201365,1,171,3.04
"5982",115244,66,2,1,34,NA,5,6,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,9995.113145,10520.810918,2,158,5
"5983",115245,66,2,2,39,NA,2,2,1,2,4,3,1,2,1,2,2,1,2,2,1,2,2,1,40022.335709,45456.263469,1,156,2.9
"5984",115246,66,2,2,8,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,11632.696515,13117.109263,2,165,0.96
"5985",115247,66,2,2,80,NA,3,3,2,1,NA,5,2,NA,1,2,2,1,2,2,1,2,2,NA,36636.653603,43196.180498,3,156,2.8
"5986",115248,66,2,1,2,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,6532.082204,7682.186102,2,168,1.75
"5987",115249,66,2,2,57,NA,2,2,2,2,2,5,1,NA,2,2,2,2,2,2,2,2,2,2,47710.331552,46243.572252,2,162,5
"5988",115250,66,2,1,26,NA,3,3,1,1,NA,4,3,NA,1,2,2,1,2,2,1,2,2,1,54750.342778,66916.082842,2,161,1.24
"5989",115251,66,1,1,36,NA,3,3,NA,1,NA,5,3,NA,1,2,2,1,2,2,NA,NA,NA,NA,40400.913845,0,1,149,5
"5990",115252,66,2,2,40,NA,3,3,2,1,NA,5,1,1,1,2,2,1,2,2,1,2,2,1,59950.821914,67576.585989,1,149,3.88
"5991",115253,66,2,2,39,NA,4,4,2,1,NA,3,3,2,1,2,2,1,2,2,1,2,2,1,25311.964854,26773.786318,1,163,4.12
"5992",115254,66,2,1,66,NA,4,4,1,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,1,2493.136666,2617.658101,2,156,0.91
"5993",115255,66,2,1,40,NA,3,3,2,1,NA,3,3,NA,1,2,2,1,2,2,1,2,2,1,45444.154253,47204.905271,2,164,5
"5994",115256,66,2,2,1,19,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,8522.471995,9871.470191,2,158,2.44
"5995",115257,66,2,2,39,NA,3,3,1,1,NA,5,2,2,1,2,2,1,2,2,1,2,2,1,154665.653995,160859.547797,2,157,4.07
"5996",115258,66,2,2,23,NA,2,2,2,1,NA,5,1,2,1,2,2,1,2,2,1,2,2,1,18489.858115,18974.498204,2,150,2.93
"5997",115259,66,2,2,2,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,13025.187839,14134.260865,1,164,1.22
"5998",115260,66,2,1,20,NA,4,4,2,1,NA,2,1,NA,1,2,2,1,2,2,1,2,2,1,5958.097962,6275.656222,2,168,1.05
"5999",115261,66,2,2,57,NA,5,7,2,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,9882.681688,10586.160443,1,168,1
"6000",115262,66,2,2,80,NA,3,3,2,1,NA,3,2,NA,1,2,2,1,1,2,1,2,2,NA,46799.070682,69886.44789,2,149,NA
"6001",115263,66,2,1,78,NA,3,3,1,2,4,5,1,NA,1,2,2,1,2,2,1,2,2,NA,30495.258732,32687.107398,2,170,5
"6002",115264,66,2,1,12,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,11603.337286,12849.504836,1,171,2.49
"6003",115265,66,1,2,80,NA,5,7,NA,1,NA,2,2,NA,1,2,2,1,2,2,NA,NA,NA,NA,16607.717397,0,3,156,2.24
"6004",115266,66,2,1,80,NA,3,3,2,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,NA,9968.899939,11671.806408,2,159,1.52
"6005",115267,66,2,1,16,NA,1,1,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,28557.324919,29910.878838,2,154,1.31
"6006",115268,66,2,2,2,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,25265.157943,30062.001018,1,159,4.08
"6007",115269,66,2,2,36,NA,4,4,1,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,11888.542179,12488.229604,1,162,1.24
"6008",115270,66,2,2,41,NA,1,1,1,1,NA,1,1,2,2,2,2,2,2,2,2,2,2,2,17357.845522,17676.462318,2,161,2.72
"6009",115271,66,2,2,9,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,8053.296025,8471.297623,1,164,0.9
"6010",115272,66,2,1,58,NA,3,3,2,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,67395.861781,70387.462208,2,158,3.08
"6011",115273,66,2,1,73,NA,2,2,2,2,1,1,1,NA,1,1,2,NA,NA,NA,2,2,2,NA,5271.839147,5659.150888,1,149,NA
"6012",115274,66,2,2,10,NA,5,6,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,3197.907485,3967.730593,2,171,5
"6013",115275,66,2,1,16,NA,4,4,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,9964.271604,11089.414584,1,156,NA
"6014",115276,66,2,1,19,NA,5,7,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,2412.035732,2611.916029,2,167,0.83
"6015",115277,66,2,2,56,NA,4,4,1,1,NA,5,2,NA,1,2,2,1,2,2,1,2,2,1,14058.791478,14776.726388,1,161,4.8
"6016",115278,66,2,1,0,10,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4165.93444,4508.717917,2,167,3.05
"6017",115279,66,2,1,73,NA,3,3,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,NA,48391.09038,54234.258564,1,156,5
"6018",115280,66,2,1,25,NA,5,6,1,1,NA,5,3,NA,1,2,2,1,2,2,1,2,2,1,21488.404002,25259.452704,1,154,5
"6019",115281,66,2,2,51,NA,4,4,2,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,6362.477763,6453.070886,2,170,NA
"6020",115282,66,2,2,15,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,12878.919456,13441.134403,1,152,NA
