"","SEQN","SDDSRVYR","RIDSTATR","RIAGENDR","RIDAGEYR","RIDAGEMN","RIDRETH1","RIDRETH3","RIDEXMON","DMDBORN4","DMDYRUSZ","DMDEDUC2","DMDMARTZ","RIDEXPRG","SIALANG","SIAPROXY","SIAINTRP","FIALANG","FIAPROXY","FIAINTRP","MIALANG","MIAPROXY","MIAINTRP","AIALANGA","WTINTPRP","WTMECPRP","SDMVPSU","SDMVSTRA","INDFMPIR"
"643",109905,66,2,2,52,NA,3,3,2,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,30533.587553,33236.473685,2,149,NA
"644",109906,66,2,1,10,NA,5,7,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,4927.08301,5502.206917,1,156,4.58
"645",109907,66,2,1,6,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,12964.408059,15854.268809,2,157,0.8
"646",109908,66,2,1,80,NA,3,3,1,1,NA,5,2,NA,1,2,2,1,2,2,NA,NA,NA,NA,19219.157201,24373.157994,2,154,5
"647",109909,66,1,2,16,NA,4,4,NA,1,NA,NA,NA,NA,1,2,2,1,2,2,NA,NA,NA,NA,9498.657735,0,1,168,1.5
"648",109910,66,2,1,16,NA,4,4,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,7638.472713,8005.313321,2,170,3.74
"649",109911,66,2,1,13,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,2,2,1,9212.80915,9847.121769,2,172,NA
"650",109912,66,1,2,43,NA,3,3,NA,1,NA,5,1,3,1,2,2,1,2,2,NA,NA,NA,NA,13111.594212,0,2,167,NA
"651",109913,66,2,2,52,NA,4,4,1,1,NA,3,3,NA,1,2,2,1,2,2,1,2,2,1,15202.466641,16412.660845,1,151,2.07
"652",109914,66,2,2,2,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,3979.174951,4407.538198,2,165,1.43
"653",109915,66,2,1,58,NA,1,1,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,16559.164375,16571.918083,2,155,5
"654",109916,66,2,1,25,NA,4,4,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,12311.250663,13260.490461,2,156,3.37
"655",109917,66,2,2,54,NA,3,3,2,1,NA,5,2,NA,1,2,2,1,2,2,1,2,2,1,81968.524029,89347.861265,1,151,4
"656",109918,66,2,1,66,NA,1,1,1,2,4,3,1,NA,1,2,2,NA,NA,NA,1,2,2,1,5419.017253,5989.85959,2,155,NA
"657",109919,66,2,2,45,NA,1,1,1,2,99,1,1,NA,2,2,2,2,2,2,1,2,2,2,14354.770519,14700.044561,2,161,NA
"658",109920,66,2,1,6,NA,2,2,1,2,1,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,14257.109322,15013.91103,2,160,1.64
"659",109921,66,2,2,58,NA,5,6,1,2,4,3,1,NA,1,2,2,1,2,2,1,2,2,1,12110.520062,12616.401125,2,161,5
"660",109922,66,2,2,42,NA,3,3,2,2,4,3,2,2,1,2,2,1,2,2,1,2,2,1,45558.023069,51928.860817,2,149,0.51
"661",109923,66,2,2,5,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,16402.627179,18942.662574,1,158,0.33
"662",109924,66,2,1,10,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,2130.385421,2269.94175,1,152,1.3
"663",109925,66,2,2,8,NA,5,6,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,3280.980411,3985.886689,2,169,5
"664",109926,66,2,2,45,NA,4,4,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,15820.542564,16850.751314,1,156,NA
"665",109927,66,2,2,4,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,7311.924609,7938.715595,2,167,0.37
"666",109928,66,2,2,0,3,1,1,2,1,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,8793.523174,9090.12497,1,169,0.15
"667",109929,66,2,1,13,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,20650.756083,22484.075954,2,157,3.23
"668",109930,66,2,1,51,NA,4,4,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,12989.213547,14124.506776,1,151,5
"669",109931,66,2,2,40,NA,4,4,2,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,22832.6167,24048.220512,1,172,1.14
"670",109932,66,2,1,72,NA,3,3,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,NA,68952.039752,74511.377105,1,164,4.62
"671",109933,66,2,2,9,NA,5,7,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,85053.350205,103775.410022,2,157,5
"672",109934,66,2,2,35,NA,4,4,2,2,1,1,1,2,1,2,1,1,2,2,1,2,1,NA,8390.909773,9203.238302,2,161,0.65
"673",109935,66,2,2,9,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,9802.699248,10663.421552,2,163,1.3
"674",109936,66,2,1,4,NA,1,1,2,1,NA,NA,NA,NA,2,1,2,1,2,2,NA,NA,NA,NA,23698.065013,28215.879959,1,153,1.54
"675",109937,66,2,1,74,NA,5,7,2,1,NA,5,2,NA,1,2,2,1,2,2,1,2,2,NA,14401.415776,15131.869776,2,162,3.38
"676",109938,66,2,2,34,NA,2,2,1,1,NA,5,3,2,1,2,2,1,2,2,1,2,2,1,71862.787051,73776.575724,2,157,2.59
"677",109939,66,2,2,37,NA,2,2,1,2,99,1,1,2,2,2,2,2,2,2,2,2,2,NA,14683.649333,15760.398787,1,170,NA
"678",109940,66,2,2,57,NA,2,2,2,2,4,3,1,NA,2,2,2,1,2,2,2,2,2,2,13441.357664,15015.153536,2,169,0.86
"679",109941,66,2,2,57,NA,5,6,1,2,3,1,1,NA,1,2,1,1,2,1,NA,NA,NA,NA,9291.317244,9311.446524,1,161,2.49
"680",109942,66,2,2,79,NA,3,3,2,1,NA,5,2,NA,1,2,2,1,2,2,1,2,2,NA,33007.857511,38822.913959,2,164,3.09
"681",109943,66,2,1,9,NA,5,6,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,6428.808332,7420.846057,1,161,4.9
"682",109944,66,2,2,12,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,16454.348253,22932.484872,2,159,1.26
"683",109945,66,2,1,32,NA,5,7,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,26635.412156,27383.638789,1,169,5
"684",109946,66,2,2,43,NA,3,3,2,1,NA,5,1,2,1,2,2,1,2,2,1,2,2,1,98904.360946,117103.072767,3,156,2.32
"685",109947,66,2,1,64,NA,4,4,2,1,NA,2,2,NA,1,2,2,NA,NA,NA,1,2,2,1,3068.16149,3175.646865,1,171,NA
"686",109948,66,2,2,0,2,5,7,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,3498.672835,3812.81715,1,151,0.19
"687",109949,66,1,1,33,NA,4,4,NA,2,2,5,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,14508.534265,0,2,152,5
"688",109950,66,1,1,5,NA,4,4,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,9402.131108,0,1,151,1.33
"689",109951,66,2,1,9,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,3851.605942,4285.56755,2,152,0.12
"690",109952,66,1,1,61,NA,3,3,NA,1,NA,5,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,34639.160969,0,2,150,5
"691",109953,66,1,2,36,NA,5,6,NA,1,NA,5,1,3,1,2,2,1,2,2,NA,NA,NA,NA,13981.906148,0,2,161,4.81
"692",109954,66,2,1,2,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,7939.838024,8922.01826,2,163,2.64
"693",109955,66,2,1,0,3,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,6083.381008,6950.507662,1,158,0.69
"694",109956,66,2,2,1,19,2,2,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4788.761401,5489.422287,2,156,2.11
"695",109957,66,2,2,64,NA,5,6,1,2,3,4,1,NA,1,2,1,1,2,1,1,2,1,3,12558.182145,13666.720344,2,154,2.38
"696",109958,66,1,1,6,NA,5,7,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,6530.323581,0,3,156,5
"697",109959,66,2,2,80,NA,4,4,1,1,NA,5,2,NA,1,1,2,1,2,2,1,2,2,NA,12729.446996,14164.376226,2,154,2.36
"698",109960,66,2,1,59,NA,5,6,2,2,3,5,1,NA,1,2,2,1,2,2,1,2,2,1,8844.836547,9057.074341,1,164,5
"699",109961,66,2,2,50,NA,5,6,1,2,2,2,1,NA,1,2,2,1,2,2,1,2,2,1,10556.634542,10488.394849,1,160,5
"700",109962,66,2,1,76,NA,3,3,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,NA,25773.247319,28282.804453,2,151,4.64
"701",109963,66,2,2,48,NA,4,4,2,1,NA,2,1,NA,1,2,2,1,2,2,1,2,2,1,14610.374752,15253.873527,1,163,0.88
"702",109964,66,2,2,10,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,25308.786139,27382.042665,2,158,2.64
"703",109965,66,2,1,10,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,2782.300161,2964.561827,1,167,1.18
"704",109966,66,2,1,68,NA,2,2,1,2,4,4,1,NA,2,2,2,2,2,2,1,2,2,1,5300.704799,5619.638793,2,156,5
"705",109967,66,2,1,2,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,12044.988951,14129.904082,1,165,0.83
"706",109968,66,2,1,47,NA,1,1,1,2,99,1,1,NA,2,2,2,2,2,2,2,2,2,2,19753.618092,20629.796947,2,161,NA
"707",109969,66,2,2,48,NA,2,2,1,2,4,5,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,26036.728243,26822.668688,1,171,1.72
"708",109970,66,2,2,0,11,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,8323.272314,8943.779646,1,172,NA
"709",109971,66,2,2,58,NA,4,4,1,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,1,11902.989323,13094.839518,2,170,1.08
"710",109972,66,2,2,41,NA,1,1,1,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,15023.755382,16217.250827,1,170,0.12
"711",109973,66,2,1,6,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,4549.114768,5210.811394,2,168,NA
"712",109974,66,2,1,0,11,1,1,2,1,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,7037.380216,7872.776233,1,155,0.49
"713",109975,66,2,2,39,NA,4,4,1,1,NA,5,1,2,1,2,2,1,2,2,1,2,2,1,26297.269468,27817.279854,1,159,5
"714",109976,66,2,1,58,NA,4,4,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,7005.432026,7505.567657,1,152,0
"715",109977,66,2,2,53,NA,5,6,1,2,3,3,1,NA,1,2,1,NA,NA,NA,1,2,1,3,19758.167832,22722.177292,1,152,NA
"716",109978,66,2,2,30,NA,5,7,1,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,19206.474719,20882.724999,1,162,3.18
"717",109979,66,2,2,31,NA,5,6,1,2,1,5,1,2,1,2,2,1,2,2,1,2,2,NA,16017.823252,16535.248627,1,159,4.19
"718",109980,66,2,1,18,NA,3,3,1,1,NA,NA,NA,NA,1,2,2,1,2,2,NA,NA,NA,NA,13609.549655,13824.13555,2,150,3.68
"719",109981,66,2,2,68,NA,2,2,2,2,4,1,2,NA,2,2,2,1,2,2,2,2,2,2,2957.193502,3204.885238,2,164,1.1
"720",109982,66,2,2,7,NA,2,2,2,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,16316.001376,16891.792589,1,167,NA
"721",109983,66,2,1,7,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,32459.680174,35982.619566,2,169,5
"722",109984,66,2,2,1,22,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,8167.136983,7909.333474,2,159,NA
"723",109985,66,2,2,9,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,20552.534586,22956.440264,2,172,1.24
"724",109986,66,1,1,80,NA,3,3,NA,1,NA,2,1,NA,1,1,2,1,2,2,NA,NA,NA,NA,7536.130269,0,2,158,1.66
"725",109987,66,2,2,59,NA,3,3,2,1,NA,5,3,NA,1,2,2,1,2,2,NA,NA,NA,NA,52136.548783,56881.224232,2,164,5
"726",109988,66,2,2,6,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,16355.394723,18630.636978,2,164,4.25
"727",109989,66,2,1,3,NA,5,6,2,2,1,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,9423.369432,10374.27145,1,164,NA
"728",109990,66,2,1,66,NA,4,4,2,1,NA,2,2,NA,1,2,2,1,2,2,1,2,2,1,7086.70958,7334.97475,1,172,0.74
"729",109991,66,2,1,50,NA,3,3,2,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,1,205108.346352,231057.429557,2,153,2.47
"730",109992,66,2,1,55,NA,4,4,2,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,17021.395948,19124.833999,1,172,3.79
"731",109993,66,2,1,1,20,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,27685.325321,32392.683332,2,162,5
"732",109994,66,2,2,73,NA,3,3,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,NA,74939.241744,79444.07356,1,165,2.83
"733",109995,66,1,1,12,NA,4,4,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,5888.856866,0,2,150,2.41
"734",109996,66,2,2,4,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,15800.258505,17650.191556,1,156,NA
"735",109997,66,2,1,27,NA,5,6,2,2,1,4,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,20065.18138,23088.612875,1,172,5
"736",109998,66,2,2,11,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,25104.683025,27035.793279,2,158,3.01
"737",109999,66,2,1,47,NA,3,3,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,9292.380758,9537.452351,2,155,2.55
"738",110000,66,1,2,12,NA,5,6,NA,2,1,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,9305.192481,0,1,166,1.04
"739",110001,66,2,2,7,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,12657.70201,14229.347106,2,168,2.52
"740",110002,66,2,1,16,NA,2,2,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,8685.615405,8626.895228,2,150,3.88
"741",110003,66,2,2,16,NA,4,4,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,9367.165741,9557.498422,2,172,3.4
"742",110004,66,2,2,20,NA,5,6,2,1,NA,4,3,2,1,2,2,1,2,2,1,2,2,1,41959.095299,45151.229305,1,169,5
"743",110005,66,2,2,45,NA,4,4,1,1,NA,3,3,NA,1,1,2,1,2,2,1,2,2,NA,7492.474889,8439.159538,2,151,0.95
"744",110006,66,2,2,80,NA,3,3,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,NA,23127.558371,26811.180467,1,158,1.46
"745",110007,66,2,2,63,NA,3,3,2,1,NA,2,1,NA,1,2,2,1,2,2,1,2,2,1,27985.510877,32591.01233,2,159,1.06
"746",110008,66,2,2,14,NA,2,2,1,1,NA,NA,NA,NA,2,1,2,2,2,2,1,2,2,1,24215.307961,25867.467871,2,160,1.28
"747",110009,66,2,1,16,NA,5,7,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,16863.332775,17573.253945,1,165,0.53
"748",110010,66,2,2,55,NA,3,3,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,93070.251512,101338.440825,1,156,5
"749",110011,66,2,1,25,NA,1,1,2,2,3,4,1,NA,1,2,2,1,2,2,1,2,2,1,12632.690115,13379.955812,2,164,1.59
"750",110012,66,2,2,56,NA,3,3,2,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,62624.79396,61399.546406,2,158,4.93
"751",110013,66,2,2,4,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,23848.719501,25684.787516,1,159,2.25
"752",110014,66,2,2,11,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,22300.22216,25036.924289,1,157,1.42
"753",110015,66,2,2,52,NA,1,1,2,2,3,2,1,NA,2,2,2,1,2,2,1,2,2,2,16241.836471,16056.120728,1,155,1.52
"754",110016,66,2,2,29,NA,4,4,1,1,NA,5,3,2,1,2,2,1,2,2,1,2,2,1,13778.119257,14779.481159,2,154,0.73
"755",110017,66,2,1,6,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,6013.254833,6526.230099,1,168,1
"756",110018,66,2,2,20,NA,3,3,2,1,NA,3,3,2,1,2,2,1,2,2,1,2,2,1,76582.711145,81062.268681,1,157,1.99
"757",110019,66,2,1,11,NA,2,2,1,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,2,2,NA,3851.654718,4007.780053,2,150,NA
"758",110020,66,2,2,16,NA,1,1,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,14944.61531,16067.974575,1,162,1.74
"759",110021,66,2,2,25,NA,4,4,1,1,NA,4,1,2,1,2,2,1,2,2,NA,NA,NA,NA,27723.406961,30527.856921,2,157,0.78
"760",110022,66,2,2,16,NA,3,3,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,15870.191674,16629.370978,1,170,1.53
"761",110023,66,2,2,62,NA,3,3,1,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,35692.500706,38999.176158,2,151,1.88
"762",110024,66,2,1,9,NA,2,2,2,1,NA,NA,NA,NA,2,1,2,NA,NA,NA,1,2,2,NA,4883.847511,5414.528816,1,149,NA
"763",110025,66,2,1,0,10,1,1,1,1,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,4558.096866,5062.095743,1,156,0.04
"764",110026,66,2,1,6,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4087.294421,4589.427041,2,170,NA
"765",110027,66,2,2,22,NA,3,3,2,1,NA,3,1,2,1,2,2,1,2,2,1,2,2,1,44617.599217,47961.828578,2,163,2.79
"766",110028,66,2,2,23,NA,2,2,1,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,13004.380328,14497.755481,2,156,0.99
"767",110029,66,2,1,42,NA,1,1,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,15810.481762,15885.366418,2,168,5
"768",110030,66,2,2,27,NA,4,4,2,2,2,3,3,2,1,2,2,1,2,2,1,2,2,1,39993.232133,43392.826551,2,149,1.09
"769",110031,66,2,2,5,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,25629.777324,28474.998187,2,169,5
"770",110032,66,1,2,80,NA,3,3,NA,1,NA,3,2,NA,1,2,2,1,2,2,NA,NA,NA,NA,29049.630063,0,1,168,NA
"771",110033,66,2,2,61,NA,3,3,2,1,NA,2,3,NA,1,2,2,1,2,2,NA,NA,NA,NA,26641.297362,29707.237978,2,172,0
"772",110034,66,2,2,35,NA,4,4,2,1,NA,5,3,2,1,2,2,1,2,2,1,2,2,1,7063.68194,7477.412123,1,171,0.59
"773",110035,66,2,2,27,NA,3,3,2,1,NA,3,3,2,1,2,2,1,2,2,1,2,2,1,55279.084204,58809.460092,2,159,1.44
"774",110036,66,2,2,50,NA,3,3,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,18726.561164,20578.677558,2,166,1.92
"775",110037,66,2,1,69,NA,4,4,1,1,NA,2,1,NA,1,2,2,NA,NA,NA,1,2,2,1,4016.892912,4262.436928,2,154,NA
"776",110038,66,2,2,58,NA,5,6,1,2,3,2,2,NA,1,2,1,1,2,1,1,2,1,NA,11463.36586,11787.808311,1,159,4.14
"777",110039,66,2,1,0,1,1,1,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,7165.459522,7975.586019,1,157,1.06
"778",110040,66,2,1,28,NA,3,3,1,1,NA,3,3,NA,1,2,2,1,2,2,1,2,2,1,109078.906,128578.129176,1,158,0.82
"779",110041,66,2,2,44,NA,5,7,1,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,62781.974165,65870.389499,2,165,3.49
"780",110042,66,2,2,62,NA,2,2,1,2,4,5,2,NA,1,2,2,1,2,2,1,2,2,1,13815.030581,13998.766554,1,165,2.77
"781",110043,66,2,1,37,NA,4,4,1,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,5016.193012,5416.565096,1,152,3.6
"782",110044,66,2,2,15,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,50209.361742,52374.523634,1,153,2.01
"783",110045,66,2,2,69,NA,3,3,2,1,NA,5,2,NA,1,2,2,NA,NA,NA,1,2,2,1,33056.732606,43928.128099,2,153,NA
"784",110046,66,2,1,0,2,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,6786.160301,7204.086139,2,158,1.26
"785",110047,66,2,2,2,NA,5,7,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,11029.663454,12882.536745,1,163,4.08
"786",110048,66,2,2,14,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,2,2,1,3227.860438,3374.604683,2,149,NA
"787",110049,66,2,2,14,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,2,2,1,23808.979511,25684.210822,2,157,NA
"788",110050,66,1,2,71,NA,4,4,NA,1,NA,2,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,4622.998202,0,1,150,1.06
"789",110051,66,2,1,0,11,4,4,2,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,2180.647275,2360.71495,2,163,NA
"790",110052,66,2,1,42,NA,1,1,1,2,3,2,1,NA,2,2,2,NA,NA,NA,2,2,2,2,41355.606709,45366.680481,1,160,NA
"791",110053,66,2,1,2,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,5927.57749,6609.0943,2,172,0.94
"792",110054,66,2,1,44,NA,2,2,2,2,4,1,2,NA,2,2,2,2,2,2,2,2,1,2,25764.381766,27879.904502,2,149,NA
"793",110055,66,2,1,70,NA,2,2,2,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,NA,7748.207307,8045.77719,2,163,2
"794",110056,66,2,1,63,NA,3,3,2,1,NA,5,1,NA,1,2,2,NA,NA,NA,1,2,2,1,38817.260573,41705.76251,2,168,NA
"795",110057,66,2,1,69,NA,4,4,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,3140.356692,3234.148553,1,150,5
"796",110058,66,2,2,5,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,17698.133879,19985.793063,2,157,0.78
"797",110059,66,2,1,38,NA,3,3,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,74575.026871,80818.727108,2,169,5
"798",110060,66,1,2,50,NA,4,4,NA,1,NA,4,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,7465.206358,0,1,168,2.82
"799",110061,66,2,1,61,NA,2,2,1,2,4,4,2,NA,1,2,2,1,2,2,1,2,2,1,15683.015855,17360.737239,1,154,2.32
"800",110062,66,2,2,40,NA,4,4,2,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,17853.609478,18052.6811,1,164,3.25
"801",110063,66,2,2,18,NA,4,4,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,3886.245638,4204.73603,2,168,0.4
"802",110064,66,2,1,65,NA,3,3,2,1,NA,2,2,NA,1,2,2,1,2,2,1,2,2,1,120025.222323,141124.540756,1,169,5
"803",110065,66,2,1,60,NA,3,3,2,1,NA,5,2,NA,1,2,2,1,2,2,1,2,2,1,18336.109177,17585.77345,1,155,3.18
"804",110066,66,2,1,14,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,90757.718417,109116.879908,2,162,2.96
"805",110067,66,2,1,25,NA,3,3,2,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,26840.230749,31551.467177,2,164,1.2
"806",110068,66,2,2,77,NA,3,3,1,2,4,3,2,NA,1,2,2,1,2,2,1,2,2,NA,129020.085067,153702.772778,2,162,NA
"807",110069,66,2,2,10,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,8585.282299,9061.083919,2,157,0.8
"808",110070,66,2,2,41,NA,3,3,2,1,NA,3,1,2,1,2,2,1,2,2,1,2,2,1,20105.309689,21205.534995,2,164,1.67
"809",110071,66,2,1,59,NA,4,4,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,10314.258533,11534.725349,1,158,2.37
"810",110072,66,2,2,15,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,5761.359305,6101.386722,2,163,0.1
"811",110073,66,1,2,45,NA,5,7,NA,1,NA,5,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,24879.608037,0,1,151,1.38
"812",110074,66,2,1,41,NA,1,1,2,2,1,5,1,NA,1,2,2,1,2,2,1,2,2,1,40054.367101,39307.212127,1,164,4.63
"813",110075,66,2,1,2,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4386.846162,4866.407061,2,156,1.55
"814",110076,66,1,1,28,NA,2,2,NA,1,NA,3,3,NA,1,2,2,2,2,2,NA,NA,NA,NA,14989.745101,0,2,152,1.76
"815",110077,66,2,2,6,NA,5,7,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4018.032782,4049.923985,2,163,1.2
"816",110078,66,2,1,9,NA,1,1,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,13062.812542,13879.752507,1,170,0.6
"817",110079,66,2,2,54,NA,4,4,2,1,NA,5,2,NA,1,2,2,1,2,2,1,2,2,1,6465.932645,6858.205707,2,163,3.08
"818",110080,66,1,1,9,NA,3,3,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,40045.381778,0,1,159,4.47
"819",110081,66,2,1,65,NA,4,4,1,1,NA,3,2,NA,1,2,2,1,2,2,NA,NA,NA,NA,4657.502677,4890.413259,1,150,0.92
"820",110082,66,2,2,78,NA,3,3,2,1,NA,2,2,NA,1,2,2,1,2,2,NA,NA,NA,NA,20061.386745,22514.947171,1,155,NA
"821",110083,66,2,2,21,NA,4,4,1,1,NA,3,3,2,1,2,2,NA,NA,NA,1,2,2,1,11128.802238,12362.008089,2,156,NA
